order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_items
80776,114096,Returned,F,2024-12-16 20:40:36+00:00,2025-01-18 20:40:36+00:00,2024-12-19 20:40:36+00:00,2024-12-22 20:40:36+00:00,5
80777,98168,Shipped,F,2024-07-25 00:14:20+00:00,,2024-07-26 00:14:20+00:00,,7
80778,6508,Delivered,M,2022-04-22 14:29:33+00:00,,2022-04-24 14:29:33+00:00,2022-04-28 14:29:33+00:00,4
80779,35270,Returned,M,2020-08-02 11:50:11+00:00,2020-09-10 11:50:11+00:00,2020-08-03 11:50:11+00:00,2020-08-11 11:50:11+00:00,3
80780,84853,Delivered,M,2024-02-28 11:50:32+00:00,,2024-03-01 11:50:32+00:00,2024-03-06 11:50:32+00:00,10
80781,105525,Processing,F,2022-06-29 00:48:29+00:00,,,,7
80782,117373,Returned,F,2023-08-01 12:25:26+00:00,2023-08-17 12:25:26+00:00,2023-08-05 12:25:26+00:00,2023-08-10 12:25:26+00:00,8
80783,39603,Cancelled,F,2022-07-18 04:48:25+00:00,,,,10
80784,13411,Shipped,F,2021-05-14 06:34:21+00:00,,2021-05-19 06:34:21+00:00,,10
80785,79830,Processing,F,2024-03-04 04:56:31+00:00,,,,2
80786,63143,Shipped,F,2024-11-24 22:14:26+00:00,,2024-11-27 22:14:26+00:00,,6
80787,112918,Processing,F,2021-03-21 01:15:47+00:00,,,,5
80788,24689,Delivered,M,2022-10-03 14:38:26+00:00,,2022-10-04 14:38:26+00:00,2022-10-14 14:38:26+00:00,7
80789,86578,Processing,M,2021-12-01 10:16:24+00:00,,,,1
80790,85905,Returned,F,2024-08-10 07:56:59+00:00,2024-09-02 07:56:59+00:00,2024-08-13 07:56:59+00:00,2024-08-20 07:56:59+00:00,7
80791,96565,Shipped,M,2022-07-17 01:08:55+00:00,,2022-07-20 01:08:55+00:00,,4
80792,89958,Cancelled,F,2024-05-24 15:35:37+00:00,,,,6
80793,66495,Processing,M,2024-04-26 17:06:58+00:00,,,,9
80794,23742,Processing,M,2021-05-19 10:15:58+00:00,,,,8
80795,16770,Processing,M,2023-12-13 13:13:51+00:00,,,,6
80796,85779,Shipped,M,2022-01-27 16:26:12+00:00,,2022-01-30 16:26:12+00:00,,4
80797,97546,Processing,F,2024-09-01 22:30:05+00:00,,,,6
80798,48718,Processing,F,2022-07-16 03:05:45+00:00,,,,8
80799,111571,Shipped,F,2024-02-07 07:45:36+00:00,,2024-02-08 07:45:36+00:00,,10
80800,76063,Cancelled,M,2021-05-31 11:08:08+00:00,,,,8
80801,116579,Delivered,M,2021-06-29 03:54:41+00:00,,2021-07-03 03:54:41+00:00,2021-07-12 03:54:41+00:00,5
80802,54147,Shipped,M,2022-12-07 17:57:31+00:00,,2022-12-09 17:57:31+00:00,,4
80803,44915,Returned,F,2024-12-28 23:53:45+00:00,2025-02-02 23:53:45+00:00,2024-12-30 23:53:45+00:00,2025-01-05 23:53:45+00:00,3
80804,102098,Shipped,F,2022-06-13 01:59:54+00:00,,2022-06-16 01:59:54+00:00,,3
80805,41080,Shipped,M,2020-09-28 08:02:44+00:00,,2020-10-02 08:02:44+00:00,,5
80806,27445,Delivered,M,2022-09-10 10:45:18+00:00,,2022-09-14 10:45:18+00:00,2022-09-16 10:45:18+00:00,3
80807,80542,Returned,F,2021-09-22 04:42:41+00:00,2021-10-19 04:42:41+00:00,2021-09-26 04:42:41+00:00,2021-10-03 04:42:41+00:00,7
80808,612,Shipped,M,2022-10-04 19:13:43+00:00,,2022-10-07 19:13:43+00:00,,1
80809,116918,Processing,M,2022-09-19 07:16:44+00:00,,,,1
80810,88703,Shipped,M,2022-04-11 11:01:20+00:00,,2022-04-13 11:01:20+00:00,,6
80811,40907,Delivered,M,2021-08-10 13:34:14+00:00,,2021-08-14 13:34:14+00:00,2021-08-23 13:34:14+00:00,10
80812,40124,Delivered,M,2020-12-10 11:30:05+00:00,,2020-12-11 11:30:05+00:00,2020-12-16 11:30:05+00:00,5
80813,59760,Cancelled,F,2023-06-27 15:10:15+00:00,,,,7
80814,116389,Delivered,F,2022-11-10 02:27:35+00:00,,2022-11-14 02:27:35+00:00,2022-11-20 02:27:35+00:00,4
80815,21612,Returned,M,2021-03-02 11:38:26+00:00,2021-04-01 11:38:26+00:00,2021-03-04 11:38:26+00:00,2021-03-08 11:38:26+00:00,3
80816,27682,Shipped,M,2023-11-17 03:27:39+00:00,,2023-11-18 03:27:39+00:00,,6
80817,93207,Shipped,F,2020-03-20 16:47:57+00:00,,2020-03-23 16:47:57+00:00,,9
80818,81676,Shipped,M,2023-09-21 19:57:30+00:00,,2023-09-22 19:57:30+00:00,,1
80819,6323,Shipped,F,2023-07-11 17:54:23+00:00,,2023-07-15 17:54:23+00:00,,7
80820,16200,Cancelled,F,2024-01-21 15:11:01+00:00,,,,8
80821,91996,Delivered,M,2021-12-05 23:30:54+00:00,,2021-12-06 23:30:54+00:00,2021-12-11 23:30:54+00:00,7
80822,86726,Shipped,F,2023-04-26 21:29:57+00:00,,2023-05-01 21:29:57+00:00,,10
80823,91846,Delivered,F,2024-02-07 16:26:26+00:00,,2024-02-08 16:26:26+00:00,2024-02-17 16:26:26+00:00,10
80824,15432,Processing,M,2024-11-25 23:22:26+00:00,,,,2
80825,65240,Delivered,M,2022-06-23 11:16:57+00:00,,2022-06-26 11:16:57+00:00,2022-07-05 11:16:57+00:00,4
80826,46914,Returned,F,2020-03-08 14:20:50+00:00,2020-03-29 14:20:50+00:00,2020-03-10 14:20:50+00:00,2020-03-11 14:20:50+00:00,8
80827,119323,Delivered,F,2022-07-06 04:24:26+00:00,,2022-07-09 04:24:26+00:00,2022-07-13 04:24:26+00:00,1
80828,1672,Shipped,M,2022-12-13 16:04:01+00:00,,2022-12-18 16:04:01+00:00,,8
80829,19549,Shipped,M,2024-05-07 01:44:47+00:00,,2024-05-08 01:44:47+00:00,,5
80830,84455,Delivered,F,2024-05-15 06:31:08+00:00,,2024-05-18 06:31:08+00:00,2024-05-23 06:31:08+00:00,8
80831,6565,Shipped,M,2022-03-14 23:58:45+00:00,,2022-03-15 23:58:45+00:00,,5
80832,47215,Processing,F,2022-08-18 09:16:49+00:00,,,,2
80833,12452,Shipped,M,2022-04-14 08:24:57+00:00,,2022-04-16 08:24:57+00:00,,3
80834,43079,Processing,F,2023-08-12 04:22:41+00:00,,,,10
80835,35168,Shipped,F,2022-01-18 14:54:10+00:00,,2022-01-21 14:54:10+00:00,,3
80836,14921,Returned,F,2023-04-10 15:08:12+00:00,2023-05-16 15:08:12+00:00,2023-04-14 15:08:12+00:00,2023-04-19 15:08:12+00:00,7
80837,90427,Returned,F,2020-10-08 20:43:33+00:00,2020-10-17 20:43:33+00:00,2020-10-10 20:43:33+00:00,2020-10-12 20:43:33+00:00,1
80838,123532,Delivered,M,2022-05-07 06:57:21+00:00,,2022-05-11 06:57:21+00:00,2022-05-21 06:57:21+00:00,8
80839,105155,Cancelled,F,2024-11-04 18:22:47+00:00,,,,3
80840,80128,Returned,F,2021-09-10 05:06:27+00:00,2021-10-14 05:06:27+00:00,2021-09-15 05:06:27+00:00,2021-09-16 05:06:27+00:00,3
80841,63319,Returned,M,2023-06-18 21:05:10+00:00,2023-07-02 21:05:10+00:00,2023-06-22 21:05:10+00:00,2023-06-30 21:05:10+00:00,2
80842,34291,Processing,M,2023-04-01 14:26:29+00:00,,,,9
80843,100602,Cancelled,M,2024-04-04 07:45:43+00:00,,,,6
80844,68040,Cancelled,M,2024-04-05 09:00:24+00:00,,,,7
80845,86733,Delivered,F,2024-04-18 03:48:42+00:00,,2024-04-21 03:48:42+00:00,2024-04-28 03:48:42+00:00,3
80846,109974,Cancelled,M,2021-11-24 21:31:54+00:00,,,,1
80847,84332,Delivered,F,2021-08-01 05:21:30+00:00,,2021-08-05 05:21:30+00:00,2021-08-08 05:21:30+00:00,2
80848,98492,Returned,F,2023-08-05 09:04:20+00:00,2023-08-22 09:04:20+00:00,2023-08-07 09:04:20+00:00,2023-08-13 09:04:20+00:00,1
80849,66445,Delivered,F,2023-10-18 16:01:29+00:00,,2023-10-22 16:01:29+00:00,2023-10-26 16:01:29+00:00,2
80850,60175,Returned,F,2024-05-11 23:18:48+00:00,2024-06-04 23:18:48+00:00,2024-05-12 23:18:48+00:00,2024-05-20 23:18:48+00:00,6
80851,15560,Returned,M,2020-03-06 13:14:31+00:00,2020-03-28 13:14:31+00:00,2020-03-07 13:14:31+00:00,2020-03-14 13:14:31+00:00,1
80852,73025,Cancelled,M,2020-05-04 22:28:14+00:00,,,,2
80853,103781,Cancelled,F,2023-02-26 12:00:01+00:00,,,,9
80854,73707,Delivered,F,2024-08-08 14:47:48+00:00,,2024-08-11 14:47:48+00:00,2024-08-17 14:47:48+00:00,1
80855,107032,Delivered,F,2024-12-26 07:11:37+00:00,,2024-12-29 07:11:37+00:00,2025-01-07 07:11:37+00:00,10
80856,78637,Returned,F,2023-09-25 14:17:21+00:00,2023-10-05 14:17:21+00:00,2023-09-29 14:17:21+00:00,2023-10-01 14:17:21+00:00,4
80857,288,Processing,F,2022-03-03 10:21:56+00:00,,,,5
80858,71787,Cancelled,F,2020-06-28 18:10:17+00:00,,,,2
80859,6001,Delivered,F,2023-03-03 05:21:53+00:00,,2023-03-05 05:21:53+00:00,2023-03-12 05:21:53+00:00,2
80860,33331,Cancelled,M,2024-05-12 07:54:44+00:00,,,,4
80861,15827,Returned,M,2022-03-21 03:46:07+00:00,2022-04-21 03:46:07+00:00,2022-03-25 03:46:07+00:00,2022-03-29 03:46:07+00:00,6
80862,14126,Returned,M,2023-06-21 05:54:25+00:00,2023-07-23 05:54:25+00:00,2023-06-26 05:54:25+00:00,2023-06-28 05:54:25+00:00,8
80863,59951,Cancelled,M,2024-07-07 15:39:21+00:00,,,,8
80864,569,Cancelled,M,2020-03-24 23:30:29+00:00,,,,9
80865,122593,Returned,F,2023-12-24 18:11:28+00:00,2024-01-24 18:11:28+00:00,2023-12-29 18:11:28+00:00,2024-01-01 18:11:28+00:00,10
80866,22761,Delivered,M,2021-06-19 16:32:57+00:00,,2021-06-23 16:32:57+00:00,2021-07-03 16:32:57+00:00,10
80867,115697,Processing,F,2021-11-15 11:02:09+00:00,,,,7
80868,79823,Delivered,F,2020-09-22 19:27:02+00:00,,2020-09-26 19:27:02+00:00,2020-10-02 19:27:02+00:00,5
80869,59356,Delivered,M,2022-08-27 21:49:57+00:00,,2022-08-31 21:49:57+00:00,2022-09-10 21:49:57+00:00,9
80870,39180,Cancelled,F,2022-10-30 09:13:52+00:00,,,,9
80871,82914,Delivered,M,2023-12-18 03:22:24+00:00,,2023-12-20 03:22:24+00:00,2023-12-30 03:22:24+00:00,5
80872,89996,Processing,M,2020-11-06 09:21:48+00:00,,,,3
80873,66047,Cancelled,F,2020-05-24 04:42:32+00:00,,,,2
80874,99717,Processing,F,2024-05-09 03:40:28+00:00,,,,10
80875,74795,Returned,F,2023-02-05 14:11:13+00:00,2023-02-27 14:11:13+00:00,2023-02-09 14:11:13+00:00,2023-02-10 14:11:13+00:00,2
80876,3313,Returned,M,2021-03-15 18:07:29+00:00,2021-03-24 18:07:29+00:00,2021-03-16 18:07:29+00:00,2021-03-17 18:07:29+00:00,5
80877,98329,Delivered,F,2024-07-24 19:49:07+00:00,,2024-07-27 19:49:07+00:00,2024-07-30 19:49:07+00:00,1
80878,90518,Processing,M,2020-09-18 07:59:27+00:00,,,,9
80879,4235,Processing,F,2022-04-22 01:26:01+00:00,,,,2
80880,80755,Cancelled,M,2021-04-08 18:18:10+00:00,,,,9
80881,50973,Delivered,F,2021-04-11 05:26:15+00:00,,2021-04-12 05:26:15+00:00,2021-04-19 05:26:15+00:00,7
80882,54601,Processing,M,2020-01-18 03:49:58+00:00,,,,1
80883,97475,Processing,M,2024-01-09 06:14:23+00:00,,,,10
80884,113882,Returned,M,2024-07-03 14:36:06+00:00,2024-08-03 14:36:06+00:00,2024-07-06 14:36:06+00:00,2024-07-16 14:36:06+00:00,10
80885,25752,Delivered,F,2023-05-22 07:37:10+00:00,,2023-05-26 07:37:10+00:00,2023-05-29 07:37:10+00:00,2
80886,24508,Delivered,M,2020-10-15 11:07:25+00:00,,2020-10-19 11:07:25+00:00,2020-10-20 11:07:25+00:00,7
80887,36584,Cancelled,F,2022-03-17 14:21:57+00:00,,,,3
80888,21094,Cancelled,F,2021-09-23 00:04:04+00:00,,,,1
80889,43328,Returned,M,2022-12-08 21:44:32+00:00,2023-01-11 21:44:32+00:00,2022-12-09 21:44:32+00:00,2022-12-12 21:44:32+00:00,6
80890,78235,Shipped,F,2023-03-12 16:50:58+00:00,,2023-03-16 16:50:58+00:00,,10
80891,72111,Processing,M,2022-02-13 18:54:53+00:00,,,,6
80892,68865,Delivered,M,2021-04-01 16:18:16+00:00,,2021-04-06 16:18:16+00:00,2021-04-08 16:18:16+00:00,9
80893,20890,Returned,F,2024-03-23 12:35:57+00:00,2024-04-07 12:35:57+00:00,2024-03-24 12:35:57+00:00,2024-03-30 12:35:57+00:00,4
80894,86945,Processing,F,2020-12-29 18:29:08+00:00,,,,6
80895,38480,Delivered,F,2021-12-03 10:47:48+00:00,,2021-12-08 10:47:48+00:00,2021-12-09 10:47:48+00:00,2
80896,87680,Processing,F,2022-06-01 08:06:36+00:00,,,,4
80897,118555,Cancelled,M,2021-03-09 03:18:09+00:00,,,,1
80898,89464,Processing,F,2022-11-10 07:56:24+00:00,,,,2
80899,50578,Processing,F,2022-11-15 14:33:28+00:00,,,,1
80900,119451,Cancelled,F,2024-12-17 15:44:10+00:00,,,,9
80901,105227,Cancelled,F,2021-06-23 02:11:33+00:00,,,,8
80902,5748,Processing,M,2024-11-20 17:26:20+00:00,,,,6
80903,67358,Shipped,M,2023-04-16 22:15:48+00:00,,2023-04-18 22:15:48+00:00,,9
80904,69889,Shipped,M,2021-05-16 04:49:41+00:00,,2021-05-18 04:49:41+00:00,,4
80905,113371,Returned,M,2022-10-30 09:16:23+00:00,2022-12-07 09:16:23+00:00,2022-11-01 09:16:23+00:00,2022-11-10 09:16:23+00:00,7
80906,84747,Shipped,M,2023-06-06 06:28:37+00:00,,2023-06-07 06:28:37+00:00,,8
80907,93962,Processing,M,2023-09-21 18:22:02+00:00,,,,2
80908,9601,Shipped,M,2020-03-30 13:18:54+00:00,,2020-04-02 13:18:54+00:00,,9
80909,9233,Cancelled,M,2023-01-12 07:09:29+00:00,,,,5
80910,53430,Returned,F,2022-06-26 00:34:35+00:00,2022-07-18 00:34:35+00:00,2022-06-30 00:34:35+00:00,2022-07-07 00:34:35+00:00,1
80911,51053,Shipped,M,2024-07-08 23:42:05+00:00,,2024-07-13 23:42:05+00:00,,2
80912,99086,Cancelled,M,2021-06-06 14:10:20+00:00,,,,2
80913,46885,Cancelled,M,2023-12-29 17:14:45+00:00,,,,5
80914,103140,Processing,M,2023-01-13 12:00:59+00:00,,,,5
80915,100307,Returned,F,2021-10-05 08:06:48+00:00,2021-10-26 08:06:48+00:00,2021-10-09 08:06:48+00:00,2021-10-10 08:06:48+00:00,3
80916,69923,Delivered,M,2023-03-08 11:08:30+00:00,,2023-03-12 11:08:30+00:00,2023-03-21 11:08:30+00:00,5
80917,83106,Delivered,F,2023-02-07 17:56:03+00:00,,2023-02-10 17:56:03+00:00,2023-02-11 17:56:03+00:00,9
80918,114658,Cancelled,M,2023-05-22 14:20:58+00:00,,,,2
80919,5476,Shipped,F,2023-08-09 09:57:54+00:00,,2023-08-14 09:57:54+00:00,,9
80920,124123,Shipped,F,2023-04-18 15:58:18+00:00,,2023-04-20 15:58:18+00:00,,6
80921,27753,Returned,M,2024-03-10 19:17:08+00:00,2024-03-23 19:17:08+00:00,2024-03-12 19:17:08+00:00,2024-03-15 19:17:08+00:00,10
80922,109413,Processing,M,2023-02-21 04:20:41+00:00,,,,2
80923,23771,Cancelled,M,2024-07-07 14:45:50+00:00,,,,9
80924,60459,Cancelled,M,2023-03-26 05:13:51+00:00,,,,5
80925,88040,Shipped,F,2021-07-18 02:40:28+00:00,,2021-07-19 02:40:28+00:00,,4
80926,95105,Cancelled,F,2022-03-15 22:38:07+00:00,,,,6
80927,46811,Delivered,M,2022-11-24 07:14:32+00:00,,2022-11-25 07:14:32+00:00,2022-11-30 07:14:32+00:00,10
80928,9150,Delivered,F,2023-08-30 06:56:04+00:00,,2023-09-03 06:56:04+00:00,2023-09-11 06:56:04+00:00,6
80929,80786,Processing,M,2020-06-13 14:00:18+00:00,,,,10
80930,74300,Processing,F,2021-06-22 20:55:13+00:00,,,,7
80931,22104,Shipped,F,2023-09-26 21:36:05+00:00,,2023-09-28 21:36:05+00:00,,4
80932,93350,Returned,F,2020-11-16 17:15:01+00:00,2020-12-14 17:15:01+00:00,2020-11-19 17:15:01+00:00,2020-11-22 17:15:01+00:00,6
80933,115067,Returned,F,2020-08-29 07:46:15+00:00,2020-10-03 07:46:15+00:00,2020-09-02 07:46:15+00:00,2020-09-08 07:46:15+00:00,5
80934,63829,Cancelled,M,2022-09-11 23:00:20+00:00,,,,3
80935,84614,Cancelled,M,2024-11-08 22:33:33+00:00,,,,5
80936,112554,Delivered,M,2022-08-27 08:04:27+00:00,,2022-08-30 08:04:27+00:00,2022-09-01 08:04:27+00:00,2
80937,116931,Shipped,M,2024-07-26 00:39:11+00:00,,2024-07-31 00:39:11+00:00,,10
80938,53102,Cancelled,M,2024-02-25 10:37:55+00:00,,,,1
80939,72299,Processing,F,2021-04-14 05:27:25+00:00,,,,3
80940,47949,Returned,M,2024-02-14 21:12:22+00:00,2024-02-29 21:12:22+00:00,2024-02-19 21:12:22+00:00,2024-02-24 21:12:22+00:00,8
80941,65684,Cancelled,M,2022-05-29 20:29:57+00:00,,,,7
80942,47693,Cancelled,M,2024-01-12 15:33:06+00:00,,,,4
80943,111147,Cancelled,M,2023-09-25 05:13:01+00:00,,,,9
80944,18399,Returned,M,2021-09-10 11:51:26+00:00,2021-10-11 11:51:26+00:00,2021-09-12 11:51:26+00:00,2021-09-22 11:51:26+00:00,3
80945,96459,Returned,F,2020-07-29 07:11:50+00:00,2020-08-28 07:11:50+00:00,2020-07-30 07:11:50+00:00,2020-08-03 07:11:50+00:00,8
80946,30376,Shipped,F,2024-10-24 05:50:08+00:00,,2024-10-27 05:50:08+00:00,,4
80947,5611,Delivered,F,2020-09-14 00:32:07+00:00,,2020-09-18 00:32:07+00:00,2020-09-26 00:32:07+00:00,8
80948,115547,Shipped,M,2024-10-30 19:54:18+00:00,,2024-11-02 19:54:18+00:00,,2
80949,92241,Cancelled,F,2024-04-19 14:48:05+00:00,,,,5
80950,75843,Cancelled,M,2023-08-15 10:04:23+00:00,,,,7
80951,85679,Returned,F,2024-11-24 08:59:19+00:00,2024-12-18 08:59:19+00:00,2024-11-29 08:59:19+00:00,2024-12-01 08:59:19+00:00,5
80952,49327,Delivered,F,2024-11-01 05:37:45+00:00,,2024-11-04 05:37:45+00:00,2024-11-10 05:37:45+00:00,8
80953,103896,Returned,M,2024-01-09 04:14:56+00:00,2024-02-01 04:14:56+00:00,2024-01-14 04:14:56+00:00,2024-01-17 04:14:56+00:00,3
80954,30146,Shipped,F,2021-10-29 21:43:32+00:00,,2021-10-31 21:43:32+00:00,,3
80955,24499,Delivered,F,2023-12-14 18:50:47+00:00,,2023-12-19 18:50:47+00:00,2023-12-21 18:50:47+00:00,4
80956,54345,Processing,M,2020-01-26 09:58:16+00:00,,,,8
80957,88504,Returned,F,2022-09-06 18:44:41+00:00,2022-09-24 18:44:41+00:00,2022-09-08 18:44:41+00:00,2022-09-18 18:44:41+00:00,7
80958,2943,Delivered,M,2022-04-10 10:32:34+00:00,,2022-04-12 10:32:34+00:00,2022-04-22 10:32:34+00:00,10
80959,21120,Delivered,M,2023-05-13 14:01:51+00:00,,2023-05-18 14:01:51+00:00,2023-05-21 14:01:51+00:00,1
80960,21803,Processing,M,2023-05-12 16:39:47+00:00,,,,9
80961,53144,Cancelled,M,2022-12-03 09:45:41+00:00,,,,5
80962,124159,Shipped,M,2024-02-10 17:36:56+00:00,,2024-02-14 17:36:56+00:00,,10
80963,61790,Returned,M,2024-09-12 23:21:06+00:00,2024-10-11 23:21:06+00:00,2024-09-14 23:21:06+00:00,2024-09-21 23:21:06+00:00,3
80964,104152,Cancelled,M,2020-07-16 20:09:34+00:00,,,,10
80965,86462,Cancelled,F,2021-03-02 23:00:39+00:00,,,,3
80966,94921,Processing,F,2020-02-15 16:40:48+00:00,,,,10
80967,77411,Shipped,M,2024-06-02 14:42:28+00:00,,2024-06-06 14:42:28+00:00,,7
80968,17330,Shipped,M,2022-10-22 03:07:01+00:00,,2022-10-24 03:07:01+00:00,,9
80969,112669,Cancelled,F,2024-07-29 06:10:29+00:00,,,,3
80970,79366,Shipped,M,2021-02-08 05:11:46+00:00,,2021-02-12 05:11:46+00:00,,10
80971,78619,Shipped,M,2020-04-25 10:25:25+00:00,,2020-04-26 10:25:25+00:00,,8
80972,86428,Delivered,M,2024-02-13 08:38:12+00:00,,2024-02-17 08:38:12+00:00,2024-02-26 08:38:12+00:00,7
80973,48547,Shipped,F,2024-07-18 13:00:13+00:00,,2024-07-20 13:00:13+00:00,,8
80974,103489,Returned,F,2021-07-05 19:10:55+00:00,2021-07-24 19:10:55+00:00,2021-07-10 19:10:55+00:00,2021-07-20 19:10:55+00:00,7
80975,17549,Processing,F,2022-01-15 13:09:27+00:00,,,,4
80976,119287,Shipped,F,2020-09-12 05:35:16+00:00,,2020-09-17 05:35:16+00:00,,9
80977,53563,Processing,M,2024-09-23 20:57:55+00:00,,,,1
80978,92950,Shipped,M,2021-07-09 18:28:24+00:00,,2021-07-14 18:28:24+00:00,,1
80979,49156,Delivered,F,2022-06-18 12:46:52+00:00,,2022-06-22 12:46:52+00:00,2022-06-28 12:46:52+00:00,2
80980,20288,Returned,F,2020-06-26 11:20:31+00:00,2020-07-22 11:20:31+00:00,2020-06-29 11:20:31+00:00,2020-07-08 11:20:31+00:00,10
80981,47926,Cancelled,F,2024-06-08 03:15:06+00:00,,,,7
80982,98956,Delivered,F,2020-09-04 17:20:28+00:00,,2020-09-09 17:20:28+00:00,2020-09-18 17:20:28+00:00,8
80983,23426,Processing,F,2022-04-08 08:29:02+00:00,,,,5
80984,40194,Cancelled,F,2023-05-09 07:23:16+00:00,,,,7
80985,96441,Delivered,M,2023-09-18 23:22:21+00:00,,2023-09-20 23:22:21+00:00,2023-09-28 23:22:21+00:00,3
80986,13144,Delivered,F,2024-09-23 08:22:06+00:00,,2024-09-26 08:22:06+00:00,2024-10-05 08:22:06+00:00,10
80987,91365,Shipped,M,2022-02-04 07:48:39+00:00,,2022-02-08 07:48:39+00:00,,1
80988,105431,Shipped,M,2023-09-17 09:11:50+00:00,,2023-09-21 09:11:50+00:00,,10
80989,57066,Shipped,M,2020-10-09 03:48:42+00:00,,2020-10-12 03:48:42+00:00,,4
80990,48607,Shipped,M,2022-01-27 13:53:58+00:00,,2022-01-31 13:53:58+00:00,,7
80991,80474,Cancelled,F,2020-06-29 19:31:26+00:00,,,,10
80992,7532,Delivered,F,2022-06-12 13:08:40+00:00,,2022-06-16 13:08:40+00:00,2022-06-17 13:08:40+00:00,4
80993,111486,Cancelled,F,2022-01-15 05:16:14+00:00,,,,4
80994,4406,Cancelled,M,2024-10-03 11:28:45+00:00,,,,10
80995,22215,Shipped,F,2020-02-29 17:45:30+00:00,,2020-03-02 17:45:30+00:00,,1
80996,20637,Shipped,F,2021-11-07 14:06:17+00:00,,2021-11-11 14:06:17+00:00,,6
80997,87774,Returned,F,2022-03-20 14:49:13+00:00,2022-04-15 14:49:13+00:00,2022-03-25 14:49:13+00:00,2022-03-29 14:49:13+00:00,1
80998,96591,Shipped,M,2024-10-01 17:07:47+00:00,,2024-10-06 17:07:47+00:00,,5
80999,95177,Cancelled,F,2024-04-11 01:14:57+00:00,,,,6
81000,106892,Processing,M,2020-06-30 10:07:01+00:00,,,,10
81001,25497,Returned,F,2023-06-06 01:15:07+00:00,2023-06-21 01:15:07+00:00,2023-06-11 01:15:07+00:00,2023-06-12 01:15:07+00:00,3
81002,53364,Cancelled,M,2022-09-21 04:40:18+00:00,,,,9
81003,9488,Cancelled,F,2024-11-20 12:58:15+00:00,,,,6
81004,124128,Shipped,F,2021-10-16 22:31:20+00:00,,2021-10-21 22:31:20+00:00,,10
81005,32787,Returned,F,2021-12-28 00:04:18+00:00,2022-02-04 00:04:18+00:00,2022-01-02 00:04:18+00:00,2022-01-10 00:04:18+00:00,4
81006,99284,Processing,F,2020-12-12 14:10:13+00:00,,,,8
81007,117510,Cancelled,M,2020-08-11 01:31:39+00:00,,,,8
81008,15240,Processing,M,2024-03-28 12:12:23+00:00,,,,7
81009,83056,Delivered,M,2022-04-10 07:32:02+00:00,,2022-04-13 07:32:02+00:00,2022-04-20 07:32:02+00:00,6
81010,67700,Cancelled,M,2023-04-25 05:10:37+00:00,,,,5
81011,32540,Processing,M,2023-03-17 18:03:23+00:00,,,,7
81012,88303,Processing,M,2022-12-26 09:19:28+00:00,,,,9
81013,122080,Delivered,F,2020-02-08 23:58:08+00:00,,2020-02-11 23:58:08+00:00,2020-02-17 23:58:08+00:00,4
81014,117220,Cancelled,F,2023-12-07 16:29:10+00:00,,,,3
81015,124141,Delivered,F,2021-03-20 18:09:48+00:00,,2021-03-22 18:09:48+00:00,2021-03-26 18:09:48+00:00,4
81016,114393,Processing,M,2020-08-17 22:29:18+00:00,,,,4
81017,26578,Delivered,F,2022-10-27 22:03:54+00:00,,2022-10-29 22:03:54+00:00,2022-10-31 22:03:54+00:00,2
81018,120611,Shipped,F,2020-05-05 06:46:16+00:00,,2020-05-10 06:46:16+00:00,,1
81019,100172,Cancelled,M,2023-10-29 04:15:24+00:00,,,,8
81020,48654,Cancelled,F,2021-01-13 06:27:52+00:00,,,,8
81021,117719,Cancelled,F,2021-01-29 07:51:07+00:00,,,,8
81022,23970,Cancelled,F,2024-05-07 01:31:56+00:00,,,,7
81023,29111,Cancelled,M,2021-08-22 22:47:37+00:00,,,,1
81024,68910,Returned,F,2020-09-26 10:24:51+00:00,2020-10-19 10:24:51+00:00,2020-10-01 10:24:51+00:00,2020-10-02 10:24:51+00:00,6
81025,51606,Delivered,F,2024-07-02 08:52:19+00:00,,2024-07-03 08:52:19+00:00,2024-07-12 08:52:19+00:00,8
81026,41374,Shipped,M,2020-01-06 04:15:54+00:00,,2020-01-08 04:15:54+00:00,,7
81027,76154,Shipped,F,2024-04-16 10:47:24+00:00,,2024-04-19 10:47:24+00:00,,10
81028,112964,Processing,M,2020-09-21 04:48:21+00:00,,,,9
81029,34453,Delivered,F,2020-08-25 08:46:30+00:00,,2020-08-29 08:46:30+00:00,2020-09-08 08:46:30+00:00,6
81030,47963,Delivered,F,2021-04-02 16:40:10+00:00,,2021-04-06 16:40:10+00:00,2021-04-10 16:40:10+00:00,7
81031,91844,Processing,F,2020-11-14 15:09:42+00:00,,,,7
81032,36652,Returned,M,2023-04-22 02:11:24+00:00,2023-05-19 02:11:24+00:00,2023-04-27 02:11:24+00:00,2023-04-30 02:11:24+00:00,4
81033,106718,Shipped,F,2020-02-17 01:47:21+00:00,,2020-02-19 01:47:21+00:00,,9
81034,56652,Returned,M,2020-01-28 03:14:20+00:00,2020-02-18 03:14:20+00:00,2020-01-30 03:14:20+00:00,2020-02-02 03:14:20+00:00,1
81035,23149,Returned,F,2023-12-13 12:17:16+00:00,2024-01-11 12:17:16+00:00,2023-12-15 12:17:16+00:00,2023-12-24 12:17:16+00:00,6
81036,102936,Returned,F,2021-03-10 11:06:52+00:00,2021-04-19 11:06:52+00:00,2021-03-13 11:06:52+00:00,2021-03-22 11:06:52+00:00,10
