id,user_id,sequence_number,session_id,created_at,ip_address,city,state,postal_code,browser,traffic_source,uri,event_type
1002374,,9,e7d3a079-142c-4677-8f3c-92a2e3c2a7e6,2019-07-01 01:40:16,210.67.93.98,West Martinberg,MI,74095,Edge,Display,/cart,home
1002375,79180,4,3f08dc4f-0f65-4a0b-b93f-190e847df729,2022-12-25 19:08:10,43.185.39.88,South Patriciaborough,FM,95970,Safari,Display,/products,cart
1002376,,1,c45b0e1e-d9df-4ca8-938f-e47aba16e813,2021-02-27 15:14:43,121.239.134.238,Monicaberg,MT,69961,Edge,Display,/checkout,cart
1002377,8475,3,860e4cbc-7934-4e4a-9848-b35185cac2cb,2019-05-13 12:02:34,221.238.249.138,Lake Rubenborough,OR,72322,Chrome,Display,/checkout,purchase
1002378,117420,6,0f870522-8369-4a39-9f21-5ff174545588,2020-04-24 21:26:30,184.11.59.8,Sarahhaven,ID,72218,Edge,Email,/home,cancel
1002379,94224,5,1a4431b4-75f7-439f-84cf-c7e26c44ea75,2020-10-27 06:35:30,107.165.71.158,Morseport,MO,18575,Opera,Organic,/search,home
1002380,64332,7,a6cac9fa-75e7-4c7d-be2b-ad84392a165e,2022-03-29 13:27:44,35.101.140.47,Velasquezview,VT,07070,Firefox,Facebook,/products,cancel
1002381,70569,5,ba6d503b-d232-467e-b884-bfb94a5ed7d5,2021-05-12 02:24:46,26.188.239.192,Christopherfurt,GA,27500,Safari,Email,/profile,purchase
1002382,18905,9,b46d2144-c563-49d4-8546-406258ed104e,2022-05-21 23:24:14,176.79.187.239,New Sharonmouth,CT,06072,Opera,Organic,/home,purchase
1002383,,6,1dbf7b3f-3284-406b-aa71-bf8b1d6f5fa9,2021-12-17 00:07:51,129.195.123.168,East Coryland,CT,61147,Opera,Search,/home,purchase
1002384,,7,a98a77b1-7e53-4b14-983e-8a2885e39e86,2023-09-03 14:09:37,204.194.14.195,East Markport,VT,58852,Firefox,Email,/products,purchase
1002385,23507,3,f47b5851-9f4b-4c04-96e4-70b11125ea37,2023-02-03 05:05:13,75.86.98.231,Lake Andrew,VT,81894,Chrome,Facebook,/search,home
1002386,12342,7,0c63ab71-9c49-49c9-b289-9b0e7206e27d,2021-03-23 17:59:02,116.73.238.2,Lake Gregorytown,MH,11339,Opera,Facebook,/checkout,cart
1002387,18155,6,5f7273c1-8b4a-4823-ad87-fd406738036c,2023-01-01 02:14:23,98.130.141.202,Monicaton,AL,21198,Firefox,Search,/cart,product
1002388,,7,7a49c317-5f3c-443a-b8e6-b78803ecd29d,2024-02-28 02:38:34,177.159.240.152,West Danielborough,VI,94803,Safari,Facebook,/home,department
1002389,,4,5a9f6e23-87ec-493c-8847-637c34cce116,2024-07-31 17:29:08,219.26.211.40,Scottmouth,AZ,57918,Firefox,Organic,/search,cancel
1002390,,8,d63ea674-5fe6-47b4-a657-26f9008f2ea9,2020-09-11 00:00:28,202.252.16.104,Port Scottborough,PR,17427,Chrome,Display,/cart,home
1002391,7983,9,11a5026e-ed8f-4e49-ad40-5799a65ea93a,2021-10-12 22:58:08,6.212.183.121,Dawnbury,TN,98935,Chrome,Organic,/home,department
1002392,,9,36755f6b-74d1-40a3-acb9-ba3e911cfe52,2023-12-22 20:25:08,89.33.131.29,Susanborough,ME,95052,Chrome,Search,/cart,cart
1002393,104863,10,7a59beaf-ca96-4acc-837f-0388ff6b1820,2019-01-27 17:46:41,135.149.202.97,West Michaelton,FM,28617,Opera,Organic,/home,department
1002394,,10,93ef907d-0a2d-4682-810a-a6bdfcabb4fe,2021-07-27 15:25:08,12.140.33.55,North Amyville,IN,86214,Edge,Email,/profile,department
1002395,12710,3,86e06435-b046-4375-acee-c34d659595ca,2021-01-07 22:51:20,139.39.29.142,Michaelbury,PW,49495,Opera,Organic,/profile,department
1002396,92586,3,02a83dae-621e-492a-8e67-ed7f4bae3ce7,2023-02-12 01:55:19,34.236.211.5,Paulton,AR,53920,Opera,Email,/checkout,home
1002397,122591,9,772c9514-456f-47f8-bf2b-58593f720055,2024-10-12 14:02:45,128.213.200.52,South Ashleyside,AR,10159,Chrome,Organic,/cart,home
1002398,23648,10,90bded8b-e7f5-47f9-a1e9-cd0219b16926,2022-04-12 21:31:48,191.71.175.113,Bradleybury,NJ,66162,Opera,Email,/home,cart
1002399,,3,b291212a-97b3-425a-9979-1f7ff2e5bf2e,2020-08-08 02:51:59,141.240.128.0,New Melanie,ME,76660,Opera,Organic,/checkout,cancel
1002400,50967,8,2c197afe-bba0-41ad-ab37-f3a6598e3b48,2023-03-12 06:23:37,196.230.109.209,North Philipmouth,MS,21102,Chrome,Display,/home,product
1002401,,3,1572ca73-7f0b-4682-a93e-43e1d3bc33ed,2021-01-02 04:13:12,74.72.149.62,Marialand,NM,28355,Firefox,Facebook,/products,cart
1002402,,1,209061dd-a574-41d5-a3ae-2d6e0aa231bc,2024-11-28 22:36:05,40.82.12.146,Whiteville,NH,70917,Edge,Display,/home,purchase
1002403,,6,0a39e832-7dc3-4fe9-b970-5e17ac52bcb4,2020-07-12 04:53:13,139.244.10.209,East Kristina,ME,43889,Opera,Display,/profile,cancel
1002404,51667,9,0bd38c86-393c-400a-93e9-d54709abd345,2024-02-19 12:30:24,66.11.112.220,Lake Pattychester,MP,89206,Firefox,Organic,/cart,department
1002405,25958,5,e966a239-ac7a-46a2-825e-a260d906cc12,2019-04-12 15:37:36,118.159.195.57,Johnberg,FM,15790,Edge,Facebook,/checkout,cart
1002406,,1,0858e7b8-744c-493c-ba6e-e1841846cf9d,2019-07-13 15:42:08,46.19.144.48,New Sara,LA,89412,Edge,Search,/cart,purchase
1002407,50962,5,e998c4fb-6556-425b-8cb4-83b814183a52,2021-01-02 21:57:54,193.233.191.107,Karenshire,OH,71677,Edge,Organic,/search,cancel
1002408,,1,ff17c11a-3839-4690-9502-28fa86dc081f,2021-09-15 11:08:45,213.244.68.248,East Brittneyshire,WI,56009,Firefox,Search,/cart,purchase
1002409,74879,9,7778519b-4946-43da-85fc-51bce8fcd526,2020-11-13 21:38:14,46.199.206.60,South Emily,FM,23986,Firefox,Organic,/search,home
1002410,6188,5,2f2856c3-fc85-488a-9137-605125377762,2023-10-13 23:18:02,212.134.226.61,Woodhaven,HI,10690,Edge,Email,/cart,purchase
1002411,,7,1b28072c-6d1a-46c7-9715-f73d414d6385,2020-07-14 12:48:06,196.25.65.140,North Rebecca,DE,12406,Opera,Display,/products,purchase
1002412,91644,1,fdcf9469-09f3-40d3-b493-9ad94e8f3081,2023-10-22 07:50:05,170.231.16.187,East Jaimeburgh,CT,85309,Firefox,Search,/checkout,department
1002413,93378,6,8a762ce8-1aff-4580-9666-7de80d52c6ab,2023-10-09 10:02:27,181.120.38.127,West Rebeccahaven,WY,16818,Chrome,Email,/checkout,department
1002414,80350,1,1c8372e4-dd19-4a65-9413-95977cda68b9,2022-02-18 06:12:10,208.35.7.65,Arianachester,CT,15189,Chrome,Facebook,/products,cancel
1002415,,5,c4992a9e-c63c-4518-9b0a-8bed02a2d57e,2022-01-07 08:44:23,101.190.43.220,Andrealand,VA,77642,Chrome,Email,/search,product
1002416,51108,4,e699256d-2c7d-483f-8420-a58d78d946f0,2024-04-13 16:01:12,157.174.20.122,Jacksonville,MS,73378,Safari,Facebook,/home,department
1002417,,4,801e35f7-d526-420f-b964-16c1aeee1a18,2022-02-06 05:31:11,149.189.36.159,South Amanda,AS,92168,Opera,Organic,/checkout,cancel
1002418,113213,5,2b92a4e5-7bde-48a6-a659-bcf6e1368118,2022-08-16 02:06:15,118.1.202.248,New Regina,NJ,23094,Firefox,Organic,/checkout,cancel
1002419,,7,aa96d989-b265-41ff-bba8-2d3335b83a85,2023-10-27 22:04:01,125.62.116.158,Lake Codyhaven,DC,22537,Edge,Organic,/products,cart
1002420,,1,ec618e71-04b4-45f1-bf5a-c8e059d05d33,2023-05-02 17:45:36,16.9.252.194,East Andreaport,ND,17207,Edge,Search,/search,cart
1002421,,4,eb18c16f-fcb6-4800-8210-ed1811b0b322,2022-10-01 23:18:21,170.234.32.51,Lake Sonia,AR,33526,Chrome,Search,/home,department
1002422,64034,2,44887f20-c08e-46c3-acb2-e13844c828ba,2019-07-14 07:10:37,126.142.185.199,Lake David,WA,69300,Firefox,Display,/cart,department
1002423,33620,7,010cf5ff-ebc7-489a-8824-e6253ccf27df,2023-06-27 08:52:37,87.8.160.127,Lake Alejandro,DC,96933,Safari,Display,/cart,product
1002424,34276,2,f1e12501-22ed-4615-bf73-54b72db72ad7,2022-10-06 10:05:21,66.79.184.32,North Joshua,VT,91711,Chrome,Facebook,/products,home
1002425,65270,4,a5a1704e-fe51-4371-b1ea-14f666af086f,2019-11-24 01:05:33,169.33.109.252,Jimenezberg,UT,14032,Firefox,Display,/home,cart
1002426,14603,4,7bc915bf-287d-4133-8b9c-accb727ace77,2020-06-17 22:40:53,177.83.98.142,New Clayton,MA,06665,Chrome,Facebook,/products,home
1002427,105698,2,e8028aec-80c4-4d2f-8832-9d2b5ac002f4,2021-06-11 01:59:45,32.47.72.19,West Jenniferbury,MP,58168,Firefox,Facebook,/profile,product
1002428,18712,8,044101aa-a57d-4028-a731-984fad5631a8,2021-09-28 02:34:44,38.36.27.109,East Katrina,TX,03504,Opera,Search,/search,purchase
1002429,24769,4,237be27b-9d3b-4a13-8dd3-ebc66869c1f2,2022-11-29 00:12:54,196.91.207.135,Flemingland,NJ,39630,Safari,Search,/profile,home
1002430,44742,5,6f1d5e37-db15-4616-9667-e5025f27e703,2021-04-08 11:04:04,138.47.11.84,North Sherry,AK,35060,Firefox,Organic,/checkout,department
1002431,7397,7,da95cb51-d88a-49be-80df-89be36c07c16,2020-06-27 05:45:18,195.26.135.6,New Paulburgh,FL,74882,Edge,Email,/cart,purchase
1002432,,3,35405f94-2ecb-4d80-ad01-5b9e53bf384e,2019-06-27 19:42:37,211.202.224.229,Tuckerhaven,AR,48590,Firefox,Organic,/search,cancel
1002433,114208,8,bdb06b90-0a98-4902-af45-83e6ee8d7af3,2021-06-08 05:53:23,221.93.170.236,Stevenston,MS,31154,Chrome,Email,/profile,purchase
1002434,,3,cfd5b662-d18a-47ea-9e49-33869d909fdd,2023-03-15 15:12:42,204.172.67.67,Coxton,ME,76681,Firefox,Display,/cart,home
1002435,,2,f7437ad4-a555-4cf6-a88e-4c75815e34a2,2020-09-20 16:26:18,184.38.203.133,Dianamouth,NE,51817,Edge,Display,/profile,home
1002436,22272,6,315cd8e5-f7d3-4a66-8f0a-0d51ef18df63,2024-11-16 12:21:51,140.17.112.227,New Robert,AL,40124,Safari,Search,/products,home
1002437,774,7,410c5b5f-b211-4553-ae0e-f5acde65797b,2022-11-19 01:35:11,61.8.8.166,East Meghan,MS,18155,Chrome,Display,/home,cart
1002438,15682,4,edf4736c-9bf6-4480-9dc4-6355b6473ce8,2021-08-08 13:02:10,172.181.42.85,Tanyaview,IL,54363,Chrome,Display,/profile,home
1002439,,8,c48be7b4-8610-4892-ad7c-44cc53e9af89,2022-12-29 00:47:25,218.254.35.63,Josephberg,CT,89522,Opera,Facebook,/cart,cancel
1002440,58940,4,637eb3ed-3839-4f1e-8923-e37a814b6135,2022-02-01 16:18:21,8.160.239.97,Averyville,WA,82129,Edge,Display,/cart,product
1002441,83454,8,c248f043-59d5-47dd-90b5-374019908fc0,2024-07-31 07:09:58,107.215.117.70,Rebeccaland,TN,79247,Edge,Email,/checkout,purchase
1002442,29340,3,9f8a33cb-8171-4dc2-a43b-3fe7bf5d33dc,2022-06-04 19:52:13,46.30.92.165,New Matthew,IA,18061,Safari,Email,/checkout,product
1002443,48245,1,dcc11b73-7aab-4c84-9bb2-d24da68b3e60,2023-04-27 21:10:43,203.100.15.215,Dicksonburgh,FM,48425,Edge,Organic,/products,home
1002444,93152,9,6ab340d3-ce3c-4e94-9687-994bfb3624f7,2022-12-31 18:18:07,47.24.43.135,East Jose,ID,05053,Firefox,Facebook,/products,cancel
1002445,123455,7,5cbfa274-bf96-443c-af1b-96d31d7fe24c,2023-11-08 08:04:53,113.66.75.207,Melindahaven,NM,53672,Edge,Facebook,/checkout,cancel
1002446,124830,7,597f0bb4-4364-45a6-92a4-ff714e865e44,2019-03-03 07:47:44,192.113.23.198,Michellefurt,PW,90918,Edge,Organic,/cart,product
1002447,17448,9,3a6ecd7a-b5d3-4ce4-b065-39f988c38e5c,2022-05-20 02:24:54,122.165.135.170,Moralesview,VA,83827,Firefox,Email,/products,cancel
1002448,,4,aa550f7d-b9ae-42b2-ab74-f4e83b3c546c,2021-01-05 02:07:08,102.245.175.253,Woodfort,PR,36002,Opera,Organic,/checkout,purchase
1002449,103820,7,f641dbe6-cdc9-44f7-8542-863729d55115,2021-05-11 02:57:22,207.14.247.95,South Jasonview,DC,10865,Safari,Organic,/products,cart
1002450,,2,e89ec87c-1af9-4e6a-a0ed-0ae87703ca45,2020-01-23 23:44:34,33.106.131.52,New Martinport,NY,11974,Opera,Facebook,/cart,purchase
1002451,26138,4,cd5214ef-23c7-400f-86d5-5a900f4daeab,2023-11-21 03:39:09,99.49.91.215,West Kristin,MN,75961,Safari,Display,/products,cancel
1002452,67830,7,51f2b148-5b94-4e85-9983-5b0e31ce5889,2021-04-15 09:35:15,60.150.121.177,North Melissa,IA,02276,Firefox,Facebook,/home,cancel
1002453,,10,4c15f510-9b7f-44ec-a07d-b2167405e742,2021-09-19 23:05:10,192.89.69.254,West Kimberly,OR,16054,Firefox,Organic,/search,cancel
1002454,20429,7,fd2c0a84-5d1d-4ae0-9dd5-1a56f5aef196,2020-08-05 03:18:38,50.76.111.101,Lake Stephanieside,OR,26114,Opera,Email,/products,cart
1002455,32205,3,751ecf17-b569-4326-b0b7-bf8bedee1ebc,2020-06-26 22:57:57,221.75.106.156,West Kimberlyport,IL,94662,Edge,Organic,/profile,purchase
1002456,82325,1,c1111a20-c913-45ac-be5a-5f02e83b5906,2023-11-09 19:39:03,29.52.108.49,Lake Kayla,IN,14165,Chrome,Search,/home,home
1002457,,1,e5f35cb5-bfda-431c-91b0-839d4755b494,2024-10-06 15:52:56,129.40.23.93,New Debbieville,NM,70077,Safari,Search,/cart,product
1002458,,3,a5325afd-2ef8-4604-ad4d-27670d739c35,2023-12-06 21:30:17,212.139.253.178,North Michealside,NV,12609,Firefox,Organic,/home,product
1002459,41354,10,0fa8cfed-0468-48aa-aa10-2e8478ed2e22,2024-06-30 06:50:39,3.69.249.199,East Michael,TN,37117,Edge,Facebook,/cart,cancel
1002460,,5,7546e78f-b725-4ef2-871b-38623d323c11,2023-06-08 10:06:58,111.94.215.108,Josephfort,AR,15237,Chrome,Display,/products,department
1002461,,2,978c8b5b-7e29-4d1d-adef-a5aa5853a4b3,2021-12-25 09:49:15,138.120.110.211,Lake Allisonmouth,FM,97752,Opera,Display,/checkout,department
1002462,82403,8,ced18674-9ff1-4710-b491-829485a6c49e,2023-12-03 09:35:19,119.29.135.200,Chavezshire,NE,52969,Safari,Email,/home,cancel
1002463,119169,8,ceb5da10-c981-479e-a6a6-d755d2a999ef,2023-02-03 04:38:07,44.122.138.8,Smithview,PW,08620,Chrome,Search,/products,cart
1002464,62506,3,8af8e4a6-3258-4a64-a58c-39303ba4ecf4,2022-11-15 17:46:40,86.218.227.141,Port Scott,ND,08743,Chrome,Display,/search,product
1002465,76663,10,9920622b-fdf3-4ab1-ad1e-8076b18deab8,2019-02-23 20:51:44,206.154.151.43,North Anthonyberg,NJ,89946,Firefox,Facebook,/home,cart
1002466,74290,6,9f7576bd-a49a-437f-9faa-b7d86d9b524b,2020-01-26 09:29:26,83.201.191.182,West Steven,PR,26042,Safari,Search,/cart,home
1002467,,10,78cde337-4d85-4a95-8042-8258b44b2d3c,2019-09-20 17:36:55,83.69.157.64,New Heather,DE,29024,Safari,Facebook,/products,home
1002468,103674,4,8aec1937-d8fd-425f-a3cd-7c8b76b2584b,2023-07-30 20:56:54,9.99.183.40,Holderton,ID,16442,Safari,Organic,/search,home
1002469,104769,8,7603e9a5-f6ad-418b-98ae-07f81f7f8dcd,2020-03-10 01:42:39,150.119.214.236,New Kimberly,HI,94983,Chrome,Display,/profile,cart
1002470,47870,5,2f4acebf-3bc7-48f8-82c8-6feb1443f0bd,2019-02-28 16:40:19,159.4.86.37,West David,MN,81158,Firefox,Display,/cart,purchase
1002471,3073,8,dd248ead-cec0-41a5-b925-56051a9728d6,2021-02-10 18:39:20,214.210.154.241,East Gary,SC,91363,Safari,Email,/home,cancel
1002472,,5,299f26ac-05a4-4b69-beed-7d87d5f5aa23,2023-08-16 22:47:16,22.21.85.53,North Justin,PR,62587,Safari,Facebook,/checkout,product
1002473,,8,1b9fdf0e-56c6-4a3e-bee1-462de11c2033,2023-02-23 09:31:45,173.198.199.36,Jeremiahbury,NE,56445,Chrome,Organic,/profile,home
1002474,,10,984a0c12-d92a-4750-aadb-609bd82c856c,2019-07-10 20:27:59,34.57.123.96,Sanderston,OH,60678,Chrome,Display,/home,product
1002475,118560,8,6f16dbc1-0472-45b9-9455-9f93b9ff5ee3,2019-04-10 19:48:54,99.251.144.127,Port Williamburgh,MP,26702,Edge,Facebook,/home,cancel
1002476,91339,7,fb8d3845-275a-411b-b4e3-3ef78d1f3543,2021-04-15 01:29:48,95.114.248.68,East Randystad,SD,73065,Safari,Organic,/profile,cart
1002477,44844,3,b1b85897-0b22-4f33-a46c-9e1099ca5beb,2020-05-01 23:23:31,203.87.104.198,Port Trevorchester,VT,34860,Safari,Organic,/profile,department
1002478,34954,2,abd0ec04-7efd-4c83-927b-395f3c7253dd,2022-03-16 06:48:59,123.56.101.109,Gonzalezmouth,WV,34927,Edge,Search,/search,product
1002479,117417,2,e1e50c6b-1fc1-48fd-81ea-1af4e2d687f7,2019-10-15 01:46:22,101.110.242.29,East Stephanie,PW,93833,Chrome,Email,/home,department
1002480,,6,eb17ebec-502b-48f9-8603-fccff724bf88,2022-01-18 19:30:40,146.176.187.162,Wendystad,OH,88365,Chrome,Email,/profile,department
1002481,113206,2,b761de3c-b80b-43bf-a9bf-108fcbdb2391,2024-02-24 00:27:18,1.94.70.155,Lake Susan,MO,07993,Chrome,Search,/search,product
1002482,80932,2,34939bc0-dba8-4158-ac98-89fb85622059,2021-04-06 01:35:04,174.179.68.241,West Diana,MH,51568,Firefox,Display,/search,cart
1002483,43372,2,1126e321-84c2-46e6-a13c-c37c43f39a51,2020-06-14 18:06:53,223.82.60.40,North Melissa,DE,70175,Opera,Search,/home,cancel
1002484,,2,3e44ab26-8f5b-4b17-bf56-125f7be0b315,2019-05-02 10:18:12,63.121.67.81,Danbury,AL,64145,Firefox,Search,/search,home
1002485,,4,735268df-1645-4ab3-995b-b6a489980376,2023-01-05 18:49:17,116.224.212.214,Lake Annaberg,AL,87007,Firefox,Search,/search,home
1002486,81980,9,7619082c-7417-47d9-a93a-a15ca28a6580,2019-06-07 04:13:24,181.149.160.5,Guerrerohaven,WY,38095,Firefox,Facebook,/products,cancel
1002487,79359,3,1b70bd35-3aa8-4333-b67a-3bb2e30e0d6b,2022-12-25 18:12:31,119.147.144.156,Paulmouth,VA,36788,Edge,Organic,/search,cancel
1002488,112840,1,38ce9929-b068-465c-886b-6638d246ac97,2023-09-29 13:00:59,84.97.0.34,Ashleyburgh,SC,86967,Edge,Email,/profile,home
1002489,,4,4a8317e0-a3ab-4de9-91c2-409272658c77,2019-05-28 10:31:26,81.33.121.131,North Ashleemouth,MA,56634,Safari,Email,/profile,purchase
1002490,91747,2,bb4e95fc-a90f-467a-be6f-2f5a4b19ca96,2020-08-18 02:49:23,133.216.64.136,Vargasborough,OR,42580,Chrome,Email,/products,product
1002491,29848,3,9dc7cd21-4d7a-42be-bafc-4d5ad9652a9c,2021-09-14 19:59:04,21.234.101.83,South Lindaberg,AK,33743,Edge,Display,/cart,purchase
1002492,83965,5,8bb9b1fe-bc5c-4990-b541-092542497e06,2020-01-05 16:21:18,193.7.162.36,New Michellefort,CT,18320,Firefox,Facebook,/cart,product
1002493,69541,1,552dcb7e-6cd5-40a3-8f9d-b89bcc1fae2a,2023-05-17 03:51:01,83.173.196.201,East Ashleychester,MH,81805,Safari,Organic,/products,home
1002494,,8,241f03b4-b626-4c46-8f0e-4926845b0db7,2021-06-03 03:24:52,15.67.48.5,Johnsonhaven,NJ,28762,Safari,Search,/profile,cart
1002495,,8,aa4b034e-8a07-4faf-af70-cdbde1c60512,2019-06-12 13:22:59,62.247.197.81,North Lauren,WI,24798,Chrome,Search,/cart,purchase
1002496,119863,6,ec6b4859-f5d0-4022-a599-cbd4c61b3be8,2019-10-16 21:17:06,129.207.247.223,Haleyshire,NC,70593,Opera,Search,/profile,product
1002497,41821,8,1de66457-1f24-4ab3-9bc8-dd325d67d590,2022-09-24 00:11:00,154.231.31.95,Johnborough,SC,90277,Safari,Facebook,/cart,cart
1002498,64106,6,173fc005-00df-460f-97e0-a74eec39cd94,2022-06-06 12:28:30,217.225.108.36,North Carrie,SC,50600,Opera,Email,/products,purchase
1002499,,6,b4d838a5-4231-4045-bdec-bf56aa29102b,2020-12-21 10:26:35,98.173.208.239,East David,AZ,21281,Edge,Facebook,/checkout,product
1002500,110951,7,ebb0d983-4857-4e0b-ba90-5047f70e137e,2019-09-23 05:21:57,65.129.85.186,Tomfurt,KY,37566,Edge,Facebook,/checkout,department
1002501,,7,4c14bce8-f16f-4271-b4e8-c44c2ac1e8dc,2022-05-18 14:54:51,25.23.72.245,Smithton,AL,18887,Edge,Search,/products,product
1002502,114066,3,c9c476f5-a7b9-46f0-bb56-4f3d4cf396ec,2021-07-11 02:45:34,3.149.35.127,Kylechester,NM,53049,Edge,Organic,/home,cart
1002503,86740,3,a01bebd0-8575-400d-9038-d62edecc6ecd,2020-10-14 08:33:50,30.103.137.189,Nicoleland,MT,26886,Firefox,Display,/products,department
1002504,,7,88b38a9c-e2a0-449e-9038-42249c1beb83,2021-04-24 23:23:00,34.41.93.113,Michaelaton,AK,53808,Edge,Email,/cart,product
1002505,,8,c21b7cf3-5a83-4ebf-b457-a6c9ab4826f3,2020-06-19 04:22:26,46.30.40.218,Gonzalezshire,WA,51110,Edge,Email,/cart,purchase
1002506,,4,cfd2b539-27a4-42ad-8654-9e373799ca92,2024-11-06 08:06:28,1.95.121.48,Alexanderville,FM,83730,Edge,Display,/search,cart
1002507,124169,3,d22ebe58-4390-438c-a785-b0d8e6a9138f,2022-05-23 20:42:37,56.84.125.187,West Jamie,UT,49123,Edge,Search,/cart,home
1002508,,6,66b5a234-5507-43db-b0d1-898c72a03dfb,2022-07-24 11:59:35,181.188.98.167,Michaelburgh,NC,21616,Edge,Display,/cart,department
1002509,,8,738b9ae0-8e14-4e83-9070-a6b8b1991c2d,2021-10-10 17:10:22,155.76.221.98,Jimmyland,PR,41659,Firefox,Facebook,/checkout,home
1002510,82774,3,c6b64c66-7aa3-45b4-ba51-11fb46387d7f,2022-09-07 10:51:45,218.187.151.21,Baileyport,MT,86675,Safari,Organic,/search,purchase
1002511,15971,10,6901616d-9ff6-4efc-9b37-1664a1f15a5a,2021-08-10 06:17:47,53.37.101.208,Nancyport,WA,29521,Firefox,Display,/cart,product
1002512,105792,3,53765a68-bad6-4c33-bbd8-bebb3a9e8bc3,2020-11-04 11:52:38,120.149.125.215,Cherylfurt,OK,79600,Safari,Display,/checkout,home
1002513,,6,ba2bbc89-6575-4a51-a6d1-e07b7b424baf,2022-07-14 16:37:01,183.194.55.102,Joshuamouth,LA,30177,Edge,Email,/products,product
1002514,119295,6,68eba509-6fa1-44e9-a2d8-b40642ae0c77,2022-06-13 15:35:19,125.163.193.129,Andreside,GA,19651,Edge,Organic,/profile,product
1002515,43393,4,42cccb42-4578-46a8-b988-bbca851a431a,2020-05-06 22:37:15,154.227.97.144,New Jennifer,VA,29143,Firefox,Organic,/search,purchase
1002516,30006,10,c0368e7d-ebc4-4a0b-844f-a5bf569a51c3,2024-12-05 10:11:45,145.65.68.244,East Erictown,MH,75344,Opera,Email,/products,cart
1002517,116728,1,5b52913c-61cf-4bb0-9067-15a352a4c1ee,2021-09-03 04:26:10,75.23.244.114,Port Timothyton,NJ,43338,Safari,Display,/home,cart
1002518,81738,6,8332b282-40d7-420f-814b-ac87a9f4b507,2020-10-22 06:38:23,169.89.5.253,West Crystal,WY,54607,Chrome,Display,/checkout,cart
1002519,116774,5,1732fd3b-5c02-414a-9a20-93ea3cefbad0,2021-03-22 20:41:13,20.56.158.218,North John,AZ,40054,Chrome,Facebook,/checkout,department
1002520,36204,3,1f734289-812b-4f4c-9458-cdbca22bd15b,2020-09-01 09:35:27,25.189.137.28,Hickmanberg,VA,80577,Safari,Search,/checkout,department
1002521,,1,b3501bff-8da6-4495-9050-239ed3386510,2020-05-04 13:41:16,65.192.176.118,Lake Nancy,CT,18374,Safari,Organic,/profile,cart
1002522,102720,5,a264893e-a39b-428d-b7f6-9ad8fe2d9def,2023-09-03 07:38:16,103.216.139.214,Michelestad,NC,93166,Safari,Facebook,/cart,purchase
1002523,26223,4,b469526b-fe46-40e7-9331-e8103ba39e92,2022-07-27 10:30:56,98.178.245.61,Maynardside,NE,10840,Opera,Display,/home,product
1002524,96403,4,87aa7ae6-9838-4a30-a690-cec876a051e7,2024-07-14 15:08:42,132.102.246.102,Janiceside,ME,25293,Opera,Display,/cart,department
1002525,55443,1,c92e6c9b-8e06-4908-aa37-69fb60eaff89,2020-07-22 06:58:12,56.211.33.11,North Charles,ND,72686,Safari,Organic,/products,department
1002526,,1,74778721-b32d-4099-ab83-1df7c35ffb9a,2021-03-23 19:57:35,217.125.240.94,East Maria,GA,88417,Edge,Search,/cart,cart
1002527,19349,8,7b7eb830-8d3d-46d2-b458-f0f81f42df2d,2023-06-12 05:28:15,79.234.15.254,West Stephen,HI,35251,Edge,Display,/products,purchase
1002528,41169,2,7cf6e2c7-4660-453d-b3c5-5bfb51fd3daa,2021-06-09 19:28:10,129.50.166.253,Jessemouth,VT,76450,Safari,Facebook,/cart,department
1002529,59420,5,52dcfb13-76b1-4b73-85e8-5a11c093b0f8,2021-06-29 18:23:29,188.174.10.29,North Andreamouth,VT,93279,Firefox,Display,/products,product
1002530,16242,1,3f0cb5d0-8288-4dca-9d69-43158aebd70a,2024-05-19 17:38:57,145.245.4.225,Mullinston,FL,86198,Safari,Display,/checkout,product
1002531,,7,f1d5cca0-07b7-4746-85cc-d0b0db0b5413,2019-07-16 11:14:16,159.47.217.173,Smallland,NH,35037,Opera,Search,/search,cart
1002532,51844,3,8fc3863e-dd83-44a1-a671-e553c5b89540,2020-02-17 14:48:38,77.77.61.72,Brianbury,ND,48553,Safari,Display,/home,cancel
1002533,,10,0e479424-46e5-4a96-8119-7ad1c520fc17,2024-09-06 10:09:03,108.124.60.70,Myersburgh,NV,99015,Opera,Search,/profile,home
1002534,93542,3,f017ba1d-b991-4730-8656-bc56a403ad47,2021-01-07 20:55:44,213.26.124.53,East Dennis,FL,82238,Edge,Search,/home,department
1002535,,9,0dddb62f-1e77-4ca6-84ba-f7689b70a39e,2023-10-04 22:02:30,65.10.26.182,West Richard,CT,28750,Firefox,Email,/home,product
1002536,44324,2,9f644c55-60f9-45ce-8f70-1bc6b552d8ab,2020-03-23 20:45:26,65.103.230.117,East Jon,NH,58300,Edge,Organic,/home,cart
1002537,8147,9,285083b5-bab9-46e2-8a6b-018336df1798,2019-05-29 09:01:52,155.96.175.194,Diaztown,NV,56451,Edge,Facebook,/search,department
1002538,11728,4,510ecb8a-3dda-417e-a148-d4e651127437,2019-11-08 02:38:10,27.29.174.243,Johnton,HI,36938,Edge,Email,/home,product
1002539,,1,fa2d608a-cf8f-4d80-8b32-ebb9d88fee94,2022-11-07 02:02:30,101.40.15.82,East Jessica,OH,34358,Opera,Search,/home,cancel
