id,product_id,created_at,sold_at,cost,product_category,product_name,product_brand,product_retail_price,product_department,product_sku,product_distribution_center_id
52230,21704,2019-03-24 17:41:04,2019-07-11 17:41:04,5.11,Tops,Synergized solution-oriented capacity,MG,14.67,Women,MI-94945131,4
52231,13836,2023-11-10 21:14:15,2024-08-06 21:14:15,24.51,Jeans,Grass-roots static productivity,Nike,73.21,Women,Zb-84707173,1
52232,21487,2022-12-30 22:40:21,2023-06-29 22:40:21,31.18,Plus,Configurable heuristic initiative,Puma,88.15,Women,vN-01399476,1
52233,29224,2022-01-21 17:22:38,,25.02,Sweaters,Monitored logistical initiative,Nike,96.59,Women,ha-21052068,6
52234,14494,2024-07-30 15:20:07,2024-12-03 15:20:07,30.75,Tops,Universal intangible parallelism,Puma,121.46,Men,uY-61387343,9
52235,27967,2021-11-15 17:57:10,2022-09-08 17:57:10,5.64,Plus,Compatible tangible array,Levi's,11.37,Men,EU-02347704,6
52236,22876,2019-10-25 04:52:25,,16.19,Sweaters,Re-engineered actuating website,Adidas,40.42,Men,Ci-23881393,1
52237,13330,2022-05-22 12:34:46,2023-02-17 12:34:46,28.49,Pants,Right-sized needs-based budgetary management,Calvin Klein,74.57,Men,HV-87632210,4
52238,16623,2019-07-12 10:35:02,,23.64,Outerwear & Coats,Upgradable even-keeled firmware,Calvin Klein,59.36,Women,lY-09306948,9
52239,19239,2021-11-23 12:06:23,2022-08-25 12:06:23,35.2,Outerwear & Coats,De-engineered static artificial intelligence,Levi's,125.08,Men,CY-48463462,7
52240,17266,2021-11-07 18:35:15,2022-02-09 18:35:15,33.28,Sweaters,Function-based zero-defect complexity,Adidas,76.45,Women,EP-54633072,1
52241,11600,2020-04-11 08:46:46,,32.44,Tops,Cloned client-driven support,Adidas,125.43,Men,Mw-56966146,2
52242,22055,2021-05-06 05:05:08,2021-11-30 05:05:08,13.82,Tops,Function-based composite service-desk,Levi's,28.51,Women,Ua-66053392,2
52243,26964,2020-03-31 01:45:11,2020-08-01 01:45:11,31.06,Pants,Up-sized 24hour adapter,MG,107.24,Men,Yh-98989396,3
52244,17593,2024-06-24 13:29:16,,18.77,Jeans,Pre-emptive fault-tolerant frame,MG,42.62,Women,tz-34288118,7
52245,28849,2023-12-05 18:11:14,2023-12-29 18:11:14,45.36,Outerwear & Coats,Team-oriented systemic contingency,MG,111.36,Men,lQ-98201072,4
52246,22584,2022-03-20 20:42:36,,8.0,Pants,Customizable value-added time-frame,Adidas,22.92,Women,Io-16488789,7
52247,20930,2020-05-10 06:49:05,2020-07-12 06:49:05,18.88,Tops,Pre-emptive discrete throughput,Tommy Hilfiger,54.78,Women,Au-20253539,6
52248,21282,2023-07-02 14:16:24,,48.82,Plus,Horizontal 24hour conglomeration,Puma,125.03,Men,eA-78656074,8
52249,29500,2022-03-19 17:51:47,,23.89,Jeans,Programmable attitude-oriented product,Calvin Klein,76.39,Men,NW-13469841,7
52250,13231,2023-12-26 19:15:21,2024-06-05 19:15:21,12.1,Accessories,Mandatory holistic customer loyalty,Puma,41.29,Men,VL-89317500,5
52251,26333,2021-01-02 00:04:42,,1.13,Pants,Self-enabling attitude-oriented firmware,Tommy Hilfiger,3.37,Women,ms-88019394,10
52252,12078,2022-07-25 01:45:47,,19.9,Plus,Progressive value-added support,Tommy Hilfiger,59.99,Women,vQ-71344391,1
52253,24663,2023-08-29 09:49:59,,6.27,Tops,Extended secondary installation,Adidas,18.92,Women,uE-75359464,4
52254,14749,2021-02-18 23:22:31,,33.99,Outerwear & Coats,Triple-buffered interactive success,Puma,106.26,Women,aj-21338796,1
52255,27772,2019-01-25 12:36:41,2019-03-17 12:36:41,14.95,Jeans,Customizable fresh-thinking Graphical User Interface,Calvin Klein,48.91,Men,ZW-83019164,7
52256,20779,2021-08-16 01:16:25,2022-08-10 01:16:25,4.34,Jeans,Decentralized contextually-based architecture,Tommy Hilfiger,10.19,Women,Pz-28331090,10
52257,23473,2023-10-16 00:16:40,,3.9,Sweaters,Reverse-engineered client-server parallelism,Calvin Klein,8.44,Women,OR-51249092,2
52258,25532,2019-05-29 21:04:11,,37.35,Outerwear & Coats,Robust zero-defect toolset,Adidas,136.19,Women,me-00091325,9
52259,23495,2023-10-23 14:57:01,2024-07-14 14:57:01,42.65,Plus,Distributed optimizing success,Levi's,161.47,Men,SP-04727003,8
52260,20587,2024-09-01 13:34:19,2025-04-22 13:34:19,21.19,Jeans,Customer-focused zero tolerance system engine,Calvin Klein,54.7,Men,pb-85132505,4
52261,24742,2020-04-27 10:58:20,2021-03-22 10:58:20,33.35,Jeans,Open-architected global migration,Adidas,106.04,Men,ct-55502436,2
52262,12639,2019-08-12 21:07:18,,31.4,Tops,Automated dynamic intranet,Tommy Hilfiger,71.02,Women,hi-40860045,9
52263,24537,2024-08-30 20:22:08,2025-04-09 20:22:08,10.75,Tops,Triple-buffered interactive flexibility,Tommy Hilfiger,33.05,Men,hc-97844376,5
52264,24575,2022-06-26 15:58:49,2023-01-23 15:58:49,38.61,Tops,Distributed high-level time-frame,Tommy Hilfiger,93.57,Men,RO-94452879,9
52265,13586,2023-12-08 03:39:55,2024-01-11 03:39:55,17.5,Pants,Future-proofed multi-state model,Tommy Hilfiger,56.54,Men,Ni-13415791,5
52266,11552,2022-07-17 21:02:59,2023-02-03 21:02:59,7.54,Pants,Enhanced interactive open architecture,Tommy Hilfiger,27.52,Women,cC-47167110,1
52267,25781,2022-09-09 19:18:29,2023-07-07 19:18:29,49.41,Jeans,Multi-channeled asynchronous orchestration,Tommy Hilfiger,159.81,Women,BL-21804399,5
52268,12919,2019-12-11 08:04:51,,46.15,Plus,Pre-emptive bottom-line knowledge user,Adidas,124.01,Women,jo-69343175,3
52269,17868,2024-11-16 15:27:07,,4.57,Pants,Exclusive upward-trending hub,Tommy Hilfiger,9.91,Women,yA-26024869,2
52270,21517,2024-06-22 17:35:09,2024-12-15 17:35:09,42.66,Jeans,Switchable grid-enabled methodology,Levi's,114.49,Women,HY-34623216,5
52271,17179,2020-01-07 00:18:36,2020-10-11 00:18:36,46.74,Jeans,Visionary bandwidth-monitored paradigm,MG,98.77,Men,Lo-75332840,10
52272,29268,2024-10-07 15:27:41,2024-10-26 15:27:41,18.08,Accessories,Up-sized eco-centric circuit,Nike,45.24,Women,Ar-35033365,6
52273,29405,2019-07-16 18:22:39,2020-05-29 18:22:39,39.27,Pants,Decentralized human-resource collaboration,Levi's,89.3,Women,OR-30927078,5
52274,29000,2022-12-01 12:05:42,2023-08-23 12:05:42,13.1,Sweaters,Public-key radical artificial intelligence,Levi's,51.67,Women,Yi-00872924,8
52275,11989,2022-06-21 14:22:35,2023-02-05 14:22:35,24.64,Pants,Reduced transitional application,Tommy Hilfiger,52.94,Men,lY-63967739,7
52276,19550,2022-11-23 13:00:40,2023-06-14 13:00:40,49.9,Accessories,Streamlined contextually-based productivity,Puma,188.02,Women,Yf-51126833,4
52277,14315,2024-03-28 14:21:30,2024-06-30 14:21:30,12.11,Accessories,Total executive emulation,Puma,47.27,Men,Au-01719910,10
52278,14978,2019-05-21 22:02:28,,37.63,Pants,Total methodical superstructure,MG,109.72,Women,fB-45809974,6
52279,15328,2020-09-13 05:56:08,2021-07-29 05:56:08,20.28,Outerwear & Coats,Seamless context-sensitive knowledge user,MG,44.4,Men,si-30559319,2
52280,25774,2024-06-11 04:26:13,2024-07-01 04:26:13,28.59,Outerwear & Coats,Open-source analyzing productivity,Adidas,109.03,Women,PD-21812995,8
52281,11133,2024-03-02 22:31:01,,29.17,Plus,Multi-channeled neutral pricing structure,MG,78.84,Women,nM-00167807,2
52282,29919,2021-01-12 10:55:02,,31.29,Tops,Open-architected scalable system engine,MG,92.13,Men,rY-23812778,3
52283,21305,2019-04-21 10:22:43,,48.63,Pants,Object-based zero administration support,Levi's,106.06,Men,wy-88972748,4
52284,23852,2019-06-25 21:08:58,2020-01-16 21:08:58,14.36,Pants,Networked human-resource complexity,Puma,46.97,Men,Dz-62873448,1
52285,19319,2023-09-14 19:53:32,,19.41,Tops,Cross-group non-volatile service-desk,MG,68.54,Men,vL-82112178,3
52286,26967,2023-04-19 02:54:03,2023-11-03 02:54:03,49.71,Sweaters,Synchronized tangible attitude,Tommy Hilfiger,165.01,Men,Js-26025324,5
52287,29815,2019-02-05 04:06:14,2019-12-25 04:06:14,40.37,Outerwear & Coats,Reduced web-enabled parallelism,Puma,158.61,Women,dy-14709265,4
52288,23462,2020-08-29 10:40:06,2021-01-24 10:40:06,10.36,Accessories,Quality-focused coherent customer loyalty,Nike,25.77,Women,lA-79613578,2
52289,14632,2023-06-04 11:31:44,,24.96,Accessories,Configurable system-worthy open architecture,Puma,85.9,Men,HB-32941116,6
52290,20144,2021-04-19 01:16:06,2022-01-15 01:16:06,39.67,Plus,Sharable reciprocal moderator,Levi's,124.66,Women,GU-90949516,5
52291,28960,2019-04-22 22:40:04,2019-06-07 22:40:04,1.89,Accessories,Innovative 3rdgeneration hardware,Tommy Hilfiger,4.57,Men,zB-09227728,10
52292,29965,2020-06-30 22:14:27,2020-08-06 22:14:27,48.67,Jeans,Vision-oriented executive help-desk,Tommy Hilfiger,97.48,Men,TK-30047031,7
52293,24387,2020-09-10 21:24:58,2021-04-18 21:24:58,13.61,Sweaters,Customer-focused homogeneous framework,MG,43.48,Women,tB-44335842,6
52294,25767,2021-08-22 05:41:16,2022-07-21 05:41:16,5.25,Accessories,Centralized zero tolerance neural-net,Puma,16.65,Women,eQ-45043737,7
52295,10726,2019-10-04 19:19:28,2020-02-27 19:19:28,8.58,Tops,Object-based object-oriented success,Nike,23.13,Men,vp-81104748,5
52296,11254,2023-08-11 13:16:47,,25.68,Pants,Profound clear-thinking framework,Adidas,56.85,Men,oZ-67017881,5
52297,19728,2021-02-22 04:17:13,2021-04-02 04:17:13,12.93,Sweaters,Fundamental didactic challenge,Calvin Klein,49.93,Women,cD-18126415,6
52298,27726,2022-09-04 03:01:49,,36.22,Sweaters,Open-source mobile task-force,Tommy Hilfiger,97.9,Women,ov-57691201,7
52299,17473,2022-01-19 00:08:05,2022-05-25 00:08:05,27.23,Accessories,Implemented cohesive circuit,Levi's,75.34,Women,Pu-98269619,8
52300,25688,2024-02-29 20:15:58,,26.11,Accessories,Self-enabling composite groupware,Adidas,96.67,Women,Bi-45872813,9
52301,12832,2024-09-21 15:27:57,,1.51,Plus,Organic interactive Local Area Network,MG,3.03,Men,nm-92790541,1
52302,25124,2019-09-12 19:55:19,,7.1,Accessories,Reverse-engineered user-facing forecast,Tommy Hilfiger,17.93,Men,Ka-62383636,9
52303,25319,2021-01-20 22:57:32,2021-12-24 22:57:32,22.25,Accessories,Pre-emptive directional architecture,Puma,86.32,Women,zp-44120474,4
52304,28230,2022-07-27 09:04:37,2022-09-20 09:04:37,3.79,Plus,Enterprise-wide eco-centric initiative,MG,7.93,Women,aH-63216038,2
52305,19137,2024-04-16 00:07:51,,26.76,Plus,Organized didactic website,MG,90.25,Men,rq-65113327,1
52306,28807,2022-08-19 09:54:34,,48.14,Outerwear & Coats,Sharable holistic analyzer,Levi's,154.25,Men,SY-14821880,10
52307,16321,2022-05-27 02:32:07,,42.02,Plus,Seamless 5thgeneration productivity,Tommy Hilfiger,116.39,Men,aa-14373574,7
52308,29725,2024-06-18 16:45:40,2025-01-20 16:45:40,32.08,Accessories,Cross-platform client-driven collaboration,Calvin Klein,91.58,Women,LV-63300192,4
52309,27033,2024-06-01 19:43:14,,46.07,Sweaters,Realigned multi-tasking analyzer,Nike,155.11,Women,vb-92882005,9
52310,15433,2022-04-05 14:17:23,2022-10-14 14:17:23,11.38,Jeans,Object-based reciprocal array,Adidas,38.22,Women,en-87594626,8
52311,11216,2020-01-01 01:20:23,2020-03-09 01:20:23,37.97,Jeans,Customer-focused intermediate utilization,MG,125.35,Men,gE-82808162,3
52312,11517,2020-06-10 03:45:30,2021-01-02 03:45:30,18.64,Sweaters,Ameliorated 24hour complexity,Levi's,66.77,Men,Ir-71346253,7
52313,25954,2020-09-21 02:12:09,,38.76,Tops,Optional intermediate groupware,Calvin Klein,148.33,Men,bo-20410268,2
52314,16216,2020-06-27 08:25:27,,26.11,Jeans,Automated scalable knowledgebase,Levi's,101.96,Women,Tp-69500872,10
52315,26267,2020-03-26 00:03:30,2020-04-16 00:03:30,20.2,Tops,Team-oriented non-volatile hub,Nike,45.65,Men,el-17880143,7
52316,26650,2023-09-26 18:07:39,2024-04-06 18:07:39,18.34,Jeans,Distributed client-driven monitoring,Calvin Klein,71.23,Women,wH-81982642,7
52317,25248,2019-11-23 16:42:54,,32.31,Tops,Distributed even-keeled focus group,Tommy Hilfiger,68.86,Men,uy-86398771,6
52318,10269,2020-12-22 11:02:40,2021-09-17 11:02:40,4.77,Pants,Centralized well-modulated analyzer,Adidas,15.72,Men,fv-18035672,4
52319,28295,2020-02-07 01:31:39,2020-03-24 01:31:39,18.32,Plus,Ameliorated object-oriented definition,MG,49.58,Women,Cf-83527561,1
52320,21809,2022-12-14 11:28:39,,11.29,Pants,Re-engineered logistical software,Nike,29.41,Men,fl-96727704,9
52321,19611,2024-04-05 02:14:44,,17.19,Tops,Open-architected coherent task-force,MG,43.85,Women,wX-48781993,8
52322,27061,2021-11-05 20:00:59,2022-06-25 20:00:59,20.11,Accessories,Down-sized heuristic installation,Levi's,61.2,Women,km-37008251,3
52323,21762,2022-03-11 13:17:51,2022-12-29 13:17:51,26.06,Accessories,Cloned value-added parallelism,Tommy Hilfiger,72.15,Men,RH-62633653,4
52324,21997,2023-09-05 08:44:34,2024-08-16 08:44:34,36.58,Sweaters,Pre-emptive maximized knowledge user,Levi's,116.56,Men,QX-33623425,1
52325,18528,2019-11-24 23:52:05,,10.0,Outerwear & Coats,Right-sized interactive interface,Calvin Klein,20.43,Women,Rw-06475325,2
52326,17923,2024-01-10 13:00:09,,39.96,Pants,Persevering demand-driven open architecture,Levi's,124.68,Women,lW-24079365,9
52327,19534,2024-01-27 19:32:33,2024-05-02 19:32:33,14.69,Jeans,Profit-focused radical paradigm,Levi's,40.02,Men,Rc-88550592,4
52328,20222,2021-05-17 06:25:29,,16.43,Jeans,Expanded dynamic matrix,Tommy Hilfiger,35.34,Women,JY-06791042,9
52329,23203,2020-12-15 12:03:24,,17.36,Outerwear & Coats,Intuitive mobile pricing structure,Levi's,59.42,Women,ln-87321628,2
52330,11612,2019-03-06 05:06:16,2019-12-07 05:06:16,19.71,Sweaters,Public-key national secured line,Adidas,44.77,Women,fq-03559887,1
52331,24978,2023-08-29 03:58:26,2024-06-30 03:58:26,2.59,Plus,Down-sized bottom-line pricing structure,Nike,8.98,Men,sS-23646660,8
52332,10746,2021-03-18 02:53:16,,15.91,Sweaters,Right-sized eco-centric groupware,Levi's,34.51,Men,ZZ-32843578,9
52333,14694,2023-09-17 13:31:22,2024-01-03 13:31:22,39.96,Accessories,Progressive empowering knowledgebase,Nike,150.29,Men,Pw-15415970,9
52334,27110,2024-03-08 03:57:30,2024-08-22 03:57:30,45.15,Plus,Function-based zero-defect artificial intelligence,Calvin Klein,166.72,Men,pS-34530453,5
52335,15513,2024-09-26 16:43:35,,20.53,Outerwear & Coats,Intuitive intermediate instruction set,Adidas,55.63,Women,zY-57262562,7
52336,15159,2021-02-25 12:04:59,,19.36,Sweaters,Managed object-oriented info-mediaries,Calvin Klein,62.41,Men,uC-25608108,4
52337,20383,2023-11-27 12:21:12,2024-09-15 12:21:12,41.1,Outerwear & Coats,Reactive motivating application,Levi's,108.39,Women,rf-04598893,8
52338,15296,2022-08-02 14:15:15,,24.09,Plus,Object-based asymmetric knowledge user,Puma,82.02,Women,Au-64432907,8
52339,16349,2022-05-12 16:10:19,2022-06-06 16:10:19,5.71,Pants,Function-based tertiary forecast,Nike,16.81,Men,Yv-89877498,4
52340,25339,2020-07-14 17:04:54,2021-04-18 17:04:54,39.83,Accessories,Public-key heuristic approach,MG,122.0,Men,RL-67814464,9
52341,26203,2024-08-03 16:53:57,2024-08-12 16:53:57,18.51,Outerwear & Coats,Implemented secondary help-desk,MG,57.11,Men,cB-99248591,5
52342,11644,2019-07-01 22:30:45,2019-08-02 22:30:45,42.65,Plus,Monitored stable emulation,Adidas,153.94,Men,JU-43366712,9
52343,14998,2023-05-12 17:15:28,2024-01-05 17:15:28,10.75,Accessories,Configurable actuating software,Nike,21.98,Women,tg-79108482,1
52344,17587,2021-12-25 01:16:20,2022-04-30 01:16:20,46.62,Jeans,Horizontal homogeneous software,Adidas,97.17,Men,xl-52256629,4
52345,16586,2024-09-09 09:09:12,,13.39,Sweaters,Expanded web-enabled ability,MG,48.27,Women,aG-53051327,7
52346,19104,2021-12-10 02:15:56,,42.02,Pants,Enterprise-wide fresh-thinking service-desk,Puma,129.68,Men,Gy-46622308,1
52347,23642,2023-09-14 06:05:33,,31.59,Pants,Managed multi-state toolset,Nike,75.69,Women,mM-92507133,10
52348,27568,2023-07-05 16:28:31,2024-03-20 16:28:31,46.12,Accessories,Mandatory radical software,MG,104.29,Women,xL-75235796,5
52349,23130,2020-04-02 17:55:03,2021-01-03 17:55:03,44.77,Outerwear & Coats,Integrated real-time array,Levi's,158.13,Women,No-70775740,3
52350,15464,2021-04-30 05:37:01,,2.08,Sweaters,Triple-buffered 24hour contingency,Puma,8.05,Women,iu-42011970,6
52351,15590,2024-10-18 12:06:48,,43.13,Accessories,Networked client-server data-warehouse,Calvin Klein,156.19,Men,Ba-64063863,8
52352,29724,2024-07-06 09:48:44,,35.9,Outerwear & Coats,Polarized exuding leverage,Adidas,73.3,Men,cS-07670310,8
52353,11039,2020-12-22 01:04:42,2021-07-15 01:04:42,9.99,Jeans,Customizable attitude-oriented secured line,Levi's,36.74,Women,XD-27761386,2
52354,24798,2019-11-11 02:51:01,,17.32,Accessories,Face-to-face scalable open architecture,Puma,58.39,Women,Yi-35865581,10
52355,15828,2024-05-12 06:37:50,2025-02-25 06:37:50,39.5,Plus,Future-proofed national secured line,Puma,148.59,Men,aS-55056353,5
52356,25886,2021-06-21 02:02:00,2022-05-10 02:02:00,1.93,Tops,Programmable leadingedge definition,MG,6.67,Men,jL-84110734,10
52357,22457,2020-08-23 03:59:52,,7.27,Plus,Multi-tiered zero administration forecast,Calvin Klein,26.85,Women,zn-11713938,2
52358,13128,2024-04-20 04:47:36,2024-10-04 04:47:36,30.04,Sweaters,Visionary motivating service-desk,Nike,68.44,Women,jY-58259298,9
52359,29588,2022-02-17 22:25:37,2022-02-22 22:25:37,6.39,Plus,Diverse client-server model,Tommy Hilfiger,16.5,Men,Kq-16182332,5
52360,21266,2022-12-10 15:03:04,2023-10-18 15:03:04,47.18,Accessories,Re-engineered even-keeled info-mediaries,Nike,140.45,Women,uT-00785181,5
52361,10969,2021-09-23 10:39:26,,33.79,Outerwear & Coats,Pre-emptive high-level alliance,Puma,102.78,Women,Hn-41190507,2
52362,20411,2019-09-14 16:22:01,,40.22,Plus,Object-based real-time concept,Tommy Hilfiger,117.07,Men,Ln-23966872,4
52363,28454,2021-06-16 14:26:06,2022-04-23 14:26:06,35.98,Accessories,Versatile bottom-line superstructure,Levi's,112.44,Men,Ji-78680888,6
52364,19090,2022-11-25 03:19:14,2023-04-18 03:19:14,45.98,Accessories,Seamless analyzing success,Puma,104.34,Men,se-05223892,3
52365,26209,2024-05-27 00:22:08,,25.52,Pants,User-centric cohesive productivity,Levi's,71.2,Men,BA-56374762,3
52366,21593,2019-05-28 03:49:32,2020-03-28 03:49:32,10.31,Pants,Innovative uniform analyzer,Tommy Hilfiger,35.31,Women,ye-70873711,3
52367,11645,2021-12-09 02:17:25,,38.75,Plus,Decentralized dynamic hierarchy,Levi's,88.54,Men,nl-27008780,4
52368,26718,2020-09-12 01:08:15,2020-12-04 01:08:15,28.23,Plus,Synergized zero-defect paradigm,Adidas,88.81,Men,vt-71628347,8
52369,20445,2022-03-16 08:52:48,,42.17,Plus,Adaptive client-server pricing structure,Nike,116.15,Women,JA-14672608,1
52370,16875,2019-05-02 21:24:05,2019-06-29 21:24:05,6.83,Tops,Networked 4thgeneration matrices,Nike,13.76,Men,YN-22389708,1
52371,14200,2023-05-16 05:31:33,2023-10-27 05:31:33,4.23,Accessories,Mandatory client-server success,Calvin Klein,14.85,Men,Pc-09811490,3
52372,29954,2024-06-17 12:12:59,2025-05-24 12:12:59,49.71,Jeans,Cross-group uniform utilization,Tommy Hilfiger,160.34,Men,UP-87109126,1
52373,25562,2021-08-19 15:54:21,2022-01-16 15:54:21,17.55,Plus,Compatible needs-based budgetary management,MG,47.59,Men,Kn-82831031,3
52374,25892,2022-07-31 20:52:26,,8.51,Sweaters,Realigned responsive projection,MG,23.82,Women,ne-10357412,10
52375,21689,2020-12-20 11:23:42,,18.41,Outerwear & Coats,Switchable modular knowledge user,Levi's,69.01,Women,JF-07330192,10
52376,10500,2022-10-14 08:26:04,2023-02-27 08:26:04,42.38,Accessories,Devolved reciprocal archive,Puma,112.07,Men,OM-31031630,9
52377,14800,2022-04-05 09:13:39,,15.74,Pants,User-centric actuating middleware,Calvin Klein,47.28,Men,JZ-63093645,7
52378,23211,2023-07-12 18:55:40,2024-06-14 18:55:40,6.29,Outerwear & Coats,Mandatory interactive parallelism,Levi's,23.3,Women,IA-34407885,1
52379,24362,2023-01-05 07:07:24,2023-10-16 07:07:24,30.75,Accessories,Total tertiary monitoring,MG,87.06,Women,LS-93192931,3
52380,11058,2022-01-20 17:28:02,,6.63,Jeans,Optimized solution-oriented database,Puma,25.2,Men,jo-03599401,6
52381,16082,2021-08-09 21:56:55,2022-03-08 21:56:55,10.57,Outerwear & Coats,Optimized hybrid alliance,Levi's,40.68,Men,RH-33397905,5
52382,19869,2022-01-02 11:55:13,,18.41,Accessories,Cross-group global instruction set,Puma,52.82,Men,FE-53123415,5
52383,24958,2024-12-10 09:14:06,2025-08-30 09:14:06,29.29,Sweaters,User-friendly 24hour budgetary management,Adidas,105.04,Women,CW-44169930,10
52384,27542,2021-12-17 01:25:17,2022-08-26 01:25:17,47.26,Pants,Configurable composite customer loyalty,Tommy Hilfiger,105.63,Men,rs-21275092,3
52385,20456,2022-01-13 06:08:45,,25.51,Tops,Stand-alone systemic secured line,Tommy Hilfiger,66.11,Women,ux-37227701,2
52386,15291,2022-09-15 19:46:56,2022-12-23 19:46:56,49.48,Sweaters,Business-focused systemic Graphic Interface,Puma,172.52,Men,BC-37613081,1
52387,10362,2021-12-07 22:49:12,2022-05-21 22:49:12,10.14,Plus,De-engineered transitional standardization,Nike,25.23,Women,RE-08096492,5
52388,14382,2024-05-28 23:58:41,,2.66,Sweaters,Multi-tiered maximized collaboration,MG,7.91,Women,uO-96913609,10
52389,20748,2020-04-03 08:08:53,2020-08-31 08:08:53,10.42,Tops,Expanded encompassing portal,MG,35.21,Men,Cn-23067946,7
52390,24124,2020-03-14 15:03:01,2020-03-28 15:03:01,12.94,Jeans,Networked mission-critical archive,MG,42.68,Women,pV-98846613,4
52391,17156,2022-06-12 23:32:25,,49.03,Plus,Operative coherent model,Calvin Klein,117.19,Men,ly-91837895,1
52392,21656,2020-09-05 22:52:43,,8.26,Sweaters,Devolved secondary structure,MG,27.75,Women,ye-54525241,2
52393,12329,2021-04-27 22:14:28,2022-04-07 22:14:28,38.34,Tops,Networked well-modulated encryption,Puma,142.79,Men,Sr-87239517,3
52394,17798,2020-11-29 04:15:34,2021-07-06 04:15:34,18.59,Plus,Cloned national flexibility,Puma,45.89,Women,qs-81326733,2
52395,22340,2024-03-01 10:13:14,,25.69,Plus,Operative needs-based database,MG,101.62,Women,xk-78926549,9
52396,24347,2021-12-11 06:29:02,,38.32,Jeans,Reduced mobile budgetary management,Nike,107.13,Men,ap-32031331,1
52397,21611,2020-04-06 21:22:39,2020-12-15 21:22:39,18.53,Accessories,Fully-configurable uniform support,Adidas,68.14,Men,hB-36191343,10
52398,27043,2024-07-17 16:10:38,2024-10-06 16:10:38,10.18,Sweaters,Customizable transitional matrices,Calvin Klein,21.83,Women,ud-33988325,3
52399,26609,2019-08-09 09:50:37,,1.34,Accessories,Reactive zero-defect secured line,Levi's,5.15,Women,iv-52877638,8
52400,25395,2020-03-17 20:23:05,,4.93,Sweaters,Vision-oriented 5thgeneration leverage,Tommy Hilfiger,15.05,Men,ro-76013268,8
52401,13789,2019-08-22 03:13:07,2020-02-11 03:13:07,20.81,Outerwear & Coats,Self-enabling even-keeled policy,Adidas,81.35,Men,lm-06046793,7
52402,24314,2021-06-18 10:14:33,2021-07-30 10:14:33,35.85,Tops,Ameliorated holistic encryption,Tommy Hilfiger,124.48,Men,qN-61051513,5
52403,20177,2024-10-11 08:23:48,2025-04-23 08:23:48,18.64,Jeans,Persevering transitional circuit,Nike,72.6,Men,cU-82551469,6
52404,29661,2023-12-06 18:00:03,2024-05-05 18:00:03,47.05,Accessories,Cross-group full-range secured line,Nike,107.79,Women,gD-33996133,9
52405,10462,2024-09-04 23:37:24,,48.07,Outerwear & Coats,Managed dedicated database,Tommy Hilfiger,131.33,Men,mm-97190223,5
52406,20382,2024-02-18 15:04:26,2024-05-25 15:04:26,16.91,Tops,Grass-roots needs-based firmware,Adidas,35.0,Men,Iy-60060300,2
52407,19981,2024-12-17 20:17:18,,46.48,Accessories,Profound intangible firmware,Nike,102.96,Men,iP-99927924,7
52408,22177,2022-02-25 23:43:28,2022-08-04 23:43:28,3.71,Pants,Robust tangible structure,Adidas,10.06,Men,RI-81856091,6
52409,19169,2024-04-06 06:28:44,,4.29,Plus,Future-proofed empowering conglomeration,Calvin Klein,9.06,Women,Mg-06925652,7
52410,20456,2022-06-21 21:51:36,2023-04-18 21:51:36,13.51,Plus,Adaptive holistic standardization,Calvin Klein,42.75,Men,RF-67514726,4
52411,16392,2022-04-12 22:30:33,2023-03-14 22:30:33,47.98,Accessories,Re-contextualized analyzing focus group,Calvin Klein,129.43,Women,Jq-42209768,4
52412,29878,2022-01-27 06:18:29,,46.01,Accessories,Cross-platform optimal standardization,Tommy Hilfiger,166.35,Women,mR-03317180,3
52413,24420,2021-03-06 17:14:30,,49.51,Accessories,Customer-focused interactive firmware,Adidas,153.78,Women,ez-54653399,6
52414,12765,2019-03-01 20:06:15,2019-12-04 20:06:15,37.81,Tops,Persistent secondary solution,Tommy Hilfiger,98.0,Women,Xn-31025117,3
52415,17817,2024-05-09 00:30:25,2024-10-25 00:30:25,25.86,Accessories,Exclusive methodical methodology,Tommy Hilfiger,90.85,Women,uu-71249208,10
52416,25813,2024-12-12 22:06:19,2024-12-26 22:06:19,10.79,Accessories,Integrated heuristic pricing structure,Calvin Klein,31.13,Women,xr-50418107,9
52417,13062,2023-09-29 21:05:16,2024-06-29 21:05:16,19.1,Plus,Public-key secondary Local Area Network,Puma,43.75,Men,fK-09837832,5
52418,27056,2024-08-16 08:04:35,,36.76,Outerwear & Coats,Ameliorated 3rdgeneration portal,Puma,87.46,Men,Qo-37380338,9
52419,20299,2021-11-07 21:56:37,2022-07-11 21:56:37,22.17,Plus,Exclusive contextually-based matrix,Levi's,85.33,Men,OY-90332253,7
52420,28020,2024-07-01 04:36:39,2025-04-30 04:36:39,8.5,Accessories,Innovative real-time architecture,Puma,28.74,Men,Sk-00891458,9
52421,23067,2024-09-02 23:52:28,,8.28,Pants,Assimilated static secured line,Tommy Hilfiger,21.25,Women,jx-86064277,1
52422,17356,2022-06-17 12:35:46,,6.86,Accessories,Pre-emptive contextually-based archive,MG,15.61,Women,Rw-41270229,2
52423,13476,2022-12-25 15:07:26,,25.01,Jeans,Persistent secondary challenge,MG,64.51,Men,TW-86559027,9
52424,25383,2021-05-19 19:26:31,2021-10-20 19:26:31,26.01,Jeans,Organized bifurcated support,Nike,58.16,Men,Mh-68580848,1
